32130, 33826, 42225, 41761, 28571, 0, 0, -729, -7980, -13401
23255, 19659, 30102, 24317, 25160, 52334, 49837, -1388, -7609, -13484
31713, 33381, 42121, 41796, 26061, 0, 0, 8083, 13222, -4300
23129, 20568, 31130, 24399, 30139, 16541, 0, -1235, -7040, -13625
32279, 34280, 42476, 41731, 15966, 13770, 0, -2828, -8857, -12441
25861, 22684, 31731, 20671, 24512, 289, 0, 5068, -6624, -13190
24664, 20514, 30656, 30666, 22215, 55446, 49807, 7974, -6176, -12153
23198, 19876, 29535, 24641, 22699, 34513, 0, 140, -8774, -12793
32188, 34441, 42639, 26727, 24834, 0, 48538, -787, -7116, -13792
22636, 19358, 23656, 32653, 22909, 53347, 47706, -1747, -10278, -11603
24869, 21743, 42531, 38695, 23540, 4343, 45729, 8454, -8614, -10361
31180, 22054, 31429, 27240, 24637, 49581, 45918, 2092, -6924, -13696
31366, 22393, 32129, 27815, 22922, 11734, 0, 7014, -8057, -11673
24103, 20491, 42153, 41914, 23937, 0, 0, 3084, -9555, -11936
25165, 20112, 31251, 41297, 29198, 0, 0, 4384, -8217, -12601
24796, 33593, 41752, 37502, 18946, 20323, 0, -1158, -13612, 8556
24121, 21215, 41736, 38109, 20223, 19804, 0, -44, -13088, 9465
25020, 21482, 28567, 25971, 23737, 52724, 49775, 7289, -6496, -12326
24650, 20920, 23933, 41999, 24125, 50770, 47403, 460, -11180, 11699
26131, 23693, 42521, 26301, 26683, 0, 0, -1081, -13209, 9235
24348, 21003, 41932, 41993, 23849, 0, 49046, 25, -6892, -14099
24841, 21420, 25477, 26555, 22863, 52504, 36344, -1049, -8640, -12908
25256, 22282, 30900, 42551, 28636, 0, 0, 15238, -3884, -3782
24530, 21182, 42553, 28051, 22178, 11341, 45666, -2003, -8928, -12729
25091, 21745, 42740, 28524, 21505, 0, 47249, -2048, -9606, -12038
24441, 35677, 42697, 29729, 23528, 0, 42275, -3078, -9958, -11372
24984, 21639, 31643, 26598, 20847, 0, 0, 140, -12934, -8915
32329, 23414, 31579, 20435, 31016, 7723, 0, 4934, -7814, -12646
25556, 21978, 30530, 41136, 21255, 55339, 44049, -7110, -7776, -11244
