33061, 34637, 41674, 30722, 35601, 0, 0, -979, -10451, -11756
21574, 18807, 27411, 18616, 25120, 49123, 55470, -345, -9312, -12563
31667, 34603, 41999, 32297, 34856, 0, 0, 7545, 13004, -5388
21155, 18823, 28131, 19767, 35183, 19375, 0, 1075, -12486, -9702
29872, 34611, 41703, 38544, 33424, 0, 0, 710, -2809, -15328
23942, 22109, 31089, 26879, 32948, 0, 0, 1344, -8889, -12825
22800, 20951, 30810, 41554, 30295, 54717, 1987, 3321, -7750, -13376
20981, 19436, 28170, 22992, 26760, 37504, 0, -1030, -6336, -14252
31911, 35023, 43040, 30624, 25306, 0, 56658, -576, -4377, -14963
21782, 21355, 29347, 37121, 27574, 49539, 0, 3686, -12281, -9632
24043, 23055, 42799, 39334, 28489, 0, 43284, 7628, -9004, -10604
32184, 22255, 31375, 24349, 26126, 19636, 51523, -179, -5472, -14656
33293, 21436, 30213, 27274, 26296, 53145, 0, 11225, -2220, -11040
24439, 20594, 43553, 41804, 33355, 0, 0, 1491, -8729, -12953
23590, 22380, 30316, 22982, 34640, 0, 0, 160, -10400, -11852
27133, 35368, 42481, 23409, 27106, 1114, 0, -3424, -7878, 13510
21300, 20237, 40920, 23717, 28486, 7950, 0, -6028, -7296, 12857
24242, 21900, 31352, 13891, 36480, 33585, 0, 2432, -6060, -14284
23875, 21163, 31808, 26963, 31078, 55907, 53782, -499, -14502, 7212
23816, 21799, 42977, 20878, 35980, 0, 0, 928, -15225, 5740
25251, 22805, 37132, 39963, 30502, 0, 32109, 1459, -1203, -15635
22195, 20291, 28322, 21361, 26456, 42273, 59812, 691, -7257, -13958
21803, 22119, 27987, 42133, 33667, 0, 0, 14816, -5536, -3590
23699, 22109, 41713, 40678, 30809, 36393, 0, 3942, -6470, -13696
24543, 22249, 39342, 41128, 28290, 0, 0, 3148, -8102, -13017
26982, 24394, 42639, 40250, 26824, 0, 35744, 2150, -7430, -13606
24376, 22815, 31651, 28798, 26866, 0, 4818, 2272, -9977, -12102
31595, 23411, 29624, 23907, 34492, 0, 0, 2124, -8896, -12704
21992, 21630, 29245, 40705, 33433, 42826, 35456, -6137, 3436, -13862
